deltaT,dairy_network,no_of_reachable_nodes
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_783.network,1072
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_783.network,1307
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,1033
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,1768
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,2460
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,2974
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_784.network,3424
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,132
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,1544
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,2032
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,2481
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_785.network,2837
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,1357
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,1684
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,1928
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_786.network,2163
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,20
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,35
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,1325
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,1582
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_787.network,1828
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,776
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,1456
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,1924
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,2358
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_788.network,2780
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,25
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,564
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,1215
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,1576
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_789.network,2444
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,1680
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,2372
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,2788
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_790.network,3136
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,21
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,1757
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,2440
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,2979
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_791.network,3354
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,1
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_792.network,2
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,1398
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,1667
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_793.network,1974
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,1778
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,1959
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_794.network,2167
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,100
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,1733
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,2159
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,2600
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_795.network,2971
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,1068
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,1668
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_796.network,1883
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,3
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,3
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_797.network,3
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,43
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,1040
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,1532
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,2035
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_798.network,2296
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,1103
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,1863
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,2394
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_799.network,2743
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,1174
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,1638
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,1968
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_800.network,2241
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,1298
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,2495
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,3030
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_801.network,3421
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,41
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,130
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,1467
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,2073
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,2552
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_802.network,2949
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,85
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,453
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,1648
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,2093
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_803.network,2523
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,1593
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,2019
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_804.network,2378
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,764
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,2181
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,2850
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_805.network,3267
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,25
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,138
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,1386
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,1995
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,2466
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_806.network,3065
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,1952
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_807.network,2075
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,5
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,1954
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_808.network,2221
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,1493
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,1920
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,2309
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_809.network,2765
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,10
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,1185
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_810.network,1357
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,11
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,27
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,1892
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_811.network,2825
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,1162
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,1308
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,1829
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_812.network,2022
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,731
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,1438
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,2059
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,2760
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_813.network,3279
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,9
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,1072
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_814.network,1610
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,1386
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,1760
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_815.network,2035
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,1598
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,2038
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,2386
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_816.network,2740
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,155
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,2002
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,2559
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,3038
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_817.network,3683
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,1114
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,1677
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_818.network,1880
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,273
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,631
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,2251
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,2670
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_819.network,3024
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,937
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,1874
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,2330
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_820.network,2630
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,1265
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,1723
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,2200
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_821.network,2542
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,1694
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,2440
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,2947
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_822.network,3372
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,375
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,814
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,1483
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_823.network,1784
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,18
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,128
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,1766
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,2243
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,3042
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_824.network,3330
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,998
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,1359
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,1964
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,2688
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_825.network,2988
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,13
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,1596
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,1834
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,2063
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_826.network,2305
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,12
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,167
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,1281
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,2057
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,2658
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_827.network,3071
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,1914
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,2294
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_828.network,2595
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,2
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_829.network,1180
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,1717
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,2311
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,2750
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_830.network,2999
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,17
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,1776
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,2659
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_831.network,3147
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,1426
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,1945
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,2244
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_832.network,2529
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,21
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,1133
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,1443
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_833.network,1609
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,20
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,919
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,1935
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,2426
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_834.network,2826
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_835.network,1
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,31
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,226
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,1647
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,2042
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_836.network,2273
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_837.network,3
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,25
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,1815
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,2270
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_838.network,2706
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,356
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,885
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,1481
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,2051
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_839.network,2323
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,20
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,1357
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,1815
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,2348
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_840.network,2720
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,1230
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,1894
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,2345
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_841.network,2676
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,9
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,1485
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,2474
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_842.network,2689
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,13
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,942
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,1143
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,1666
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_843.network,1846
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,202
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,1333
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_844.network,1409
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,1883
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_845.network,2375
