deltaT,dairy_network,no_of_reachable_nodes
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_273.network,2125
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_273.network,2712
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_273.network,3343
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_273.network,3765
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,16
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,1427
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,2083
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,2591
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_274.network,2953
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,1691
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,2055
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_275.network,2380
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,25
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,87
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,1333
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,1880
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,2499
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_276.network,2952
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,32
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,117
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,790
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,1347
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,1868
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_277.network,2212
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,1121
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,1547
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,1978
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_278.network,2325
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,380
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,948
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,1347
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_279.network,1466
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,1448
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,2597
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,3106
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_280.network,3478
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,9
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,1225
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,1808
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,2375
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,2938
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_281.network,3400
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,148
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,1511
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,1903
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,2472
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_282.network,2913
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,25
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,1427
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,2144
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,2618
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_283.network,2974
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,66
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,85
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_284.network,450
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,26
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,1947
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,2129
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_285.network,2380
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1790
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_286.network,1918
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,718
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,1289
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,1709
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,2180
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_287.network,2602
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,1175
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,1586
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,2137
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_288.network,2445
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,6
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,9
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,1370
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,1682
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,2027
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_289.network,2404
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,14
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,37
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,1546
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,2198
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_290.network,2441
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,17
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,23
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,1418
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,1867
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,2387
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_291.network,2857
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,1383
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,1986
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,2312
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_292.network,2779
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,1577
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,2016
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,2388
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_293.network,2798
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,1879
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,2562
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,2998
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_294.network,3514
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,1443
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,1901
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,2174
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_295.network,2357
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,936
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,1082
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,1130
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_296.network,2296
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,11
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,17
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,1474
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_297.network,1639
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,776
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,1499
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,1926
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_298.network,2200
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,202
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,2426
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_299.network,2693
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,12
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,1508
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,1861
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_300.network,2042
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,456
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,1139
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_301.network,2083
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,185
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,1012
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_302.network,1588
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,45
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,92
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,179
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,1643
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,2709
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_303.network,3063
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,719
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,1246
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,1972
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_304.network,2353
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,15
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,330
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,800
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_305.network,1265
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,25
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,1838
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,2499
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,2842
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_306.network,3171
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,23
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,1136
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,1522
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,1878
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_307.network,2084
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,1482
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,1919
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,2461
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_308.network,2751
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,1324
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,1878
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,2627
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,3158
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_309.network,3649
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,1724
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,2046
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_310.network,2391
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,233
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,473
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,745
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_311.network,1054
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,11
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,1688
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,2067
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_312.network,2240
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,43
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,1547
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,1743
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_313.network,2658
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,1363
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,2021
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,2502
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_314.network,2864
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_315.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_315.network,13
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_315.network,1523
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_315.network,1770
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_315.network,2254
